,YearTerm,Subject,Number,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor
84059,2015-fa,LER,590,Strat HRM and Entrep Organiza,4,6,7,3,1,1,0,0,0,0,0,0,0,0,"Avgar, Ariel C"
95002,2015-fa,LER,590,"Health, Sav, Fam Issues Wkpl",0,8,3,4,12,4,0,0,0,0,0,0,0,0,"Olson, Craig A"
48898,2015-fa,LING,225,Elements of Psycholinguistics,4,12,2,6,6,3,3,5,1,1,0,0,1,0,"Tanner, Darren S"
41415,2015-fa,MACS,199,Intro to Film&Media Production,0,8,4,2,3,3,0,0,1,0,1,0,1,0,"Valkanova, Dora R"
68122,2015-fa,MCB,299,MCB Merit Program Discussion,18,3,0,0,0,0,0,0,1,0,0,0,0,0,"Kirchner, Nicholas C"
14604,2015-fa,MCB,428,Bacterial Pathogens Laboratory,2,8,5,3,5,2,0,0,1,0,0,0,0,0,"Ikeda, Jack S"
67222,2015-fa,MDIA,199,Media and Society,0,20,2,1,0,0,0,0,0,0,0,0,0,0,"Slater, Janet S"
47548,2015-fa,ME,402,Design of Thermal Systems,3,13,4,0,5,1,0,0,1,0,1,0,0,0,"Elbel, Stefan"
68903,2015-fa,ME,404,Intermediate Thermodynamics,1,11,3,1,3,4,0,0,0,0,0,0,1,0,"Glumac, Nick G"
67214,2015-fa,ME,498,Fund of Modern Photovoltaics,0,12,6,4,7,2,0,0,0,0,0,0,0,0,"Ertekin, Elif"
37031,2015-fa,MSE,452,Polymer Laboratory,0,30,0,0,11,0,0,0,0,0,0,0,1,0,"Gabrielson, Nathan"
47704,2015-fa,MSE,462,Electronic Materials Lab,2,9,6,2,4,3,0,1,2,0,0,0,0,1,"Zuo, Jian-Min"
92187,2015-fa,MSE,565,Thin Film Materials,1,14,0,6,0,0,0,0,0,0,0,0,0,1,"Freund, Lambert B"
38604,2015-fa,MUS,107,Aural Skills I,4,8,4,2,1,0,1,1,1,0,1,1,0,0,"Wayne, Dakota"
21633,2015-fa,MUS,241,Music for Elementary Teachers,2,12,14,1,0,0,0,0,0,0,0,0,0,0,"Cronenberg, Stephanie S"
60082,2015-fa,MUS,320,Pre-Student Tchng Experience,0,16,1,3,1,0,0,0,0,0,0,0,0,0,"Nichols, Jeananne B"
89003,2015-fa,MUS,339,Princpls and Technqs in Mus Ed,8,7,3,1,2,3,1,2,0,0,0,0,3,0,"Borek, Matthew M"
58813,2015-fa,MUS,346,Teaching of Choral Music,0,10,5,3,2,3,0,0,1,0,0,0,0,0,"Sweet, Bridget M"
41535,2015-fa,MUS,418,Palestine&Israel Through Arts,0,3,1,2,5,2,1,2,1,0,1,1,2,0,"Belkind, Nili"
51287,2015-fa,MUS,528,Res & Bibliography in Music,0,8,10,3,1,0,0,0,0,0,0,0,0,0,"Syer, Katherine R"
75154,2015-fa,MUS,558,Vocal Literature,0,17,7,1,0,0,0,0,0,0,0,0,0,0,"Helmrich, Dennis"
63556,2015-fa,NRES,426,Renewable Energy Policy,8,13,3,4,0,0,1,1,0,0,1,0,0,0,"Endres, Jody M"
70220,2015-fa,NUTR,510,Esst Fatty Acids & Cholesterol,4,15,1,2,6,2,0,0,0,0,0,0,0,0,"Nakamura, Manabu T"
38993,2015-fa,PHIL,424,Philosophy of Religion,0,5,6,4,1,3,0,2,0,0,0,0,1,0,"McKim, Robert J"
93251,2015-fa,PHIL,439,Philosophy of Mathematics,2,5,5,4,3,3,1,2,1,0,0,0,2,0,"Gilbert, David R"
88125,2015-fa,PHYS,499,Senior Thesis,5,7,6,1,1,1,0,0,0,0,0,0,0,0,"Elliott, Celia M"
52434,2015-fa,PS,199,"Ethnicity, Relgion & Nat State",0,2,7,3,4,4,2,1,0,0,0,0,0,0,"Livny, Avital"
37090,2015-fa,PS,225,Environmental Politics &Policy,0,3,7,6,14,11,4,7,8,0,2,0,1,0,"Pahre, Robert D"
43800,2015-fa,PS,300,Political Organizations,4,12,2,2,1,0,0,0,0,0,0,0,0,0,"Sin, Gisela"
34961,2015-fa,PS,316,Latina/Latino Politics,18,2,0,2,0,0,0,0,1,0,0,1,0,0,"Quinones-Rivera, Maritza"
23349,2015-fa,PS,340,Politics in Intl Development,3,6,3,2,3,0,2,1,0,0,1,0,2,0,"Winters, Matthew S"
99445,2015-fa,PS,380,International Cooperation,2,1,3,4,2,3,3,1,0,2,0,0,0,0,"Dai, Xinyuan"
56754,2015-fa,PS,397,Authoritarian Regimes,1,8,5,4,2,4,1,0,0,0,0,0,0,0,"Chaudoin, Sarah J"
49910,2015-fa,PSM,503,PSM Industry Seminar III,16,2,2,1,0,1,0,1,0,0,0,0,1,0,"Bosecker, Natalie B"
19571,2015-fa,PSYC,373,Culture & Psychology,4,19,25,50,14,8,11,3,4,0,1,0,2,2,"Shenouda, Christine K"
10078,2015-fa,PSYC,525,Psycholinguistics,0,16,5,0,1,0,0,0,0,0,0,0,0,0,"Watson, Duane G"
19459,2015-fa,RST,199,Outdoor Rec. & Environ. Phil.,0,18,3,0,5,2,0,0,0,0,0,0,0,0,"Hicks, Jonathan R"
20490,2015-fa,SCAN,101,Beginning Scandinavian I,6,10,5,2,3,1,0,0,0,0,0,0,1,0,"Safstrom, Mark D"
14249,2015-fa,SHS,511,Head/Neck Ca & Neuro Voice Dis,0,10,9,4,3,0,0,0,0,0,0,0,0,0,"Mendes, Clarion C"
59289,2015-fa,SOC,447,Environmental Sociology,2,7,4,1,3,2,1,0,0,1,0,0,2,0,"Gille, Zsuzsa"
64590,2015-fa,SOC,583,Qualitative Research Methods,0,11,6,3,1,0,0,0,0,0,0,0,0,0,"McDermott, Monica"
49298,2015-fa,SOCW,199,Social Work Freshman Seminar,21,15,3,6,3,2,3,2,0,0,1,1,1,0,"Shumway, Trent A"
87719,2015-fa,SOCW,415,Social Services for the Aged,0,24,2,2,0,1,0,0,0,0,0,0,0,0,"Mauck, Carol W"
11693,2015-fa,SOCW,503,Trauma Informed SW Practice,4,14,1,2,3,0,0,0,0,0,0,0,0,0,"Cole, Susan A"
71435,2015-fa,SPAN,204,Practical Review of Spanish,1,4,4,3,3,3,0,4,0,0,0,0,0,0,"Vicente Urrutia, Jone"
99096,2015-fa,SPED,205,Introduction to Special Needs,0,31,0,0,17,0,0,2,0,0,0,0,0,0,"Light Shriner, Cheryl L"
19822,2015-fa,STAT,430,Applied Bayesian Methods,23,15,13,14,6,1,2,0,1,0,0,0,0,0,"Park, Trevor H"
83394,2015-fa,STAT,430,Applied Multivariate Analysis,39,25,3,3,0,0,2,1,0,1,0,0,2,0,"Douglas, Jeffrey A"
94801,2015-fa,TAM,531,Inviscid Flow,0,12,5,4,0,0,0,0,0,0,0,0,0,0,"Hilgenfeldt, Sascha"
56093,2015-fa,TE,498,Silicon Valley Workshop,19,3,0,1,0,0,0,0,0,0,0,0,0,0,"Taylor, Jed L"
90056,2015-fa,UP,405,Watershed Ecology and Planning,0,6,5,2,7,2,1,0,0,0,0,0,0,0,"Schneider, Daniel W"
71525,2015-fa,UP,456,Sustainable Planning Workshop,0,12,7,3,1,1,0,0,0,0,0,0,0,0,"Deal, Brian M"
85726,2015-fa,UP,494,Active Transp. Workshop,1,17,0,2,1,0,0,0,0,0,0,0,0,0,"Hoyle, Cynthia L"
10231,2015-sp,ACE,199,Farm Food & Env Policy,8,12,0,1,0,0,0,0,0,0,0,0,0,0,"Scholl, Jon H"
36275,2015-sp,ACE,563,Math Program App Econ I,11,4,2,2,0,4,0,0,0,0,0,0,0,0,"Onal, Hayri"
58837,2015-sp,ADV,490,Digital Media and Society,1,5,2,5,4,1,0,3,2,0,1,0,1,0,"Yao, Zhengyu"
20943,2015-sp,AFRO,410,Hate Crimes,0,26,14,2,5,0,1,1,1,0,0,0,4,0,"Anderson-Cobb, Nicole D"
39631,2015-sp,AGCM,330,Environmental Communications,2,8,5,1,3,1,0,0,2,0,0,0,0,0,"Koon, Samantha L"
15421,2015-sp,AGED,430,Youth Development Programs,4,7,4,2,2,2,0,0,0,0,0,0,0,0,"Weese, Madonna A"
31862,2015-sp,ANSC,403,Pork Production,8,4,5,3,1,0,0,1,0,0,0,0,0,0,"Ellis, Michael"
32982,2015-sp,ANTH,288,American Indians of Illinois,0,5,6,4,4,3,1,1,0,0,0,0,1,0,"Hoxie, Frederick E"
52666,2015-sp,ANTH,376,Aztec Civilization,3,2,7,6,3,3,2,2,0,0,0,0,1,0,"DeLucia, Kristin"
31357,2015-sp,ARCH,403,Islamic Architecture,0,5,9,4,3,5,0,0,1,0,0,0,1,0,"Grossman, Heather E"
21429,2015-sp,ARTD,499,Sustainable Life Cycle Design,1,0,2,3,11,2,0,1,0,0,1,0,1,1,"Cade, William P"
69029,2015-sp,ARTH,299,Greening Art History,0,4,11,2,3,5,0,1,0,0,0,0,0,0,"Burkus-Chasson, Anne"
30630,2015-sp,ARTH,351,Early American Modernism,8,13,12,8,2,7,1,0,0,0,2,0,0,1,"Greenhill, Jennifer"
81025,2015-sp,BADM,590,Mobile Business Applications,0,8,14,4,0,0,0,0,0,0,0,0,0,0,"Kim, Sung W"
96123,2015-sp,BADM,590,IT Consulting Project Mgmt,2,52,2,3,3,0,0,0,0,0,0,0,0,0,"Nelson, Matthew L"
86352,2015-sp,BADM,590,Intnatl Consulting Proj: China,29,3,2,0,0,0,0,0,1,0,0,0,0,0,"Watkins, Ronald S"
25967,2015-sp,BIOE,498,Imaging & Therapeutic Agents,0,15,5,6,0,0,0,0,0,0,0,0,0,0,"Pan, Dipanjan"
65591,2015-sp,CEE,506,Pavement Design II,3,3,6,3,7,0,1,0,0,0,0,0,0,1,"Roesler, Jeffery R"
73189,2015-sp,CEE,517,Traffic Signal Systems,2,5,5,2,4,4,1,0,0,0,0,0,0,0,"Benekohal, Rahim F"
25364,2015-sp,CEE,598,Highway Bridge Design,0,23,5,3,1,1,1,0,0,0,1,0,0,0,"Andrawes, Bassem O"
80810,2015-sp,CLCV,443,The Archaeology of Greece,0,4,8,6,1,3,4,0,0,0,0,0,0,1,"Laurence, Karen A"
37931,2015-sp,CMN,362,Folklore as Communication,1,7,3,4,5,0,3,0,0,0,0,0,0,0,"Davis, Susan G"
38065,2015-sp,CMN,375,American Gangster Films,1,78,46,59,52,29,26,17,4,8,7,0,3,1,"Gill, Patricia A"
57544,2015-sp,CMN,396,Social Movement Comm,0,4,5,7,10,4,0,0,0,0,1,0,2,1,"Cisneros, Josue D"
46342,2015-sp,CMN,432,Gender and Language,0,22,8,3,1,0,0,0,0,0,0,0,0,0,"Giorgio, Grace A"
67616,2015-sp,CMN,496,Argumentation Theory & Evaluat,2,6,2,4,8,1,1,2,0,0,0,0,0,0,"Jacobs, Curtis S"
12664,2015-sp,CS,473,Fundamental Algorithms,0,3,6,4,10,14,10,9,6,5,4,1,0,0,"Har-Peled, Sariel"
55281,2015-sp,CS,598,Topic in Algorithms,3,8,7,1,5,0,0,0,0,0,0,0,0,0,"Blum, Avrim L"
52391,2015-sp,ECE,554,Dynamic System Reliability,0,20,4,0,1,0,0,0,0,0,0,0,0,0,"Dominguez-Garci, Alejandr"
84378,2015-sp,ECON,490,Israeli Economy,0,22,3,3,7,0,0,0,0,0,0,0,0,0,"Gottheil, Fred M"
54528,2015-sp,ENGL,199,Publishing and Editing,7,8,3,1,1,1,0,0,0,0,0,0,1,0,"Hapke, Gail L"
52623,2015-sp,ENGL,241,Beginnings of Modern Poetry,0,5,8,6,4,3,1,0,0,0,0,0,1,0,"Truran, Wendy J"
64356,2015-sp,ENGL,281,British Feminist Novel,1,8,8,10,5,1,0,0,0,0,0,1,1,0,"Baron, Iryce W"
19957,2015-sp,ENGL,300,Contemporary Fantasy Novels,0,2,6,6,4,1,2,0,0,0,0,0,0,0,"Barrett, Robert W"
12742,2015-sp,ENGL,300,Romantic Narrative,0,6,9,6,1,1,0,1,0,0,0,0,0,0,"Pollock, Anthony"
44995,2015-sp,ENGL,300,Contemporary British Fiction,3,7,8,4,2,0,1,0,0,0,0,0,0,0,"Baron, Iryce W"
68290,2015-sp,ENGL,380,Hip Hop Rhetorics,0,3,7,5,6,4,1,0,0,0,0,0,0,0,"Pritchard, Eric D"
82621,2015-sp,ENGL,426,Early 18th Century Literature,0,11,4,6,2,1,0,0,0,0,0,0,0,0,"Pollock, Anthony"
73857,2015-sp,ENGL,455,"Fincher, Nolan & Age of Crisis",0,12,19,1,1,1,0,0,0,0,0,0,0,0,"Hansen, James A"
36839,2015-sp,EPS,410,Philosophy of Education,1,5,20,3,0,0,0,0,0,0,0,0,0,1,"Burbules, Nicholas C"
39694,2015-sp,FIN,580,Advanced Futures,11,8,15,2,0,1,0,0,0,0,0,0,0,0,"France, Virginia G"
80101,2015-sp,FIN,580,Topics in M&A,1,20,2,12,1,1,0,0,0,0,0,0,0,0,"Almeida, Heitor"
98841,2015-sp,FSHN,443,Management of Fine Dining,5,6,4,5,2,1,0,0,0,0,0,0,0,0,"Craft, Jill N"
22115,2015-sp,FSHN,595,Nutrition for Food Scientists,5,16,4,0,0,1,0,0,0,0,0,0,0,0,"Andrade, Juan"
15685,2015-sp,FSHN,595,Water Relation in Foods,4,16,4,3,3,0,0,0,0,0,0,0,0,0,"Schmidt, Shelly J"
19171,2015-sp,GEOG,479,Web & Mobile GIS Development,9,4,5,0,0,1,0,1,0,0,1,0,0,1,"Robinson, Edward"
28030,2015-sp,GEOL,415,Field Geology,0,7,0,0,14,0,0,0,0,0,0,0,0,0,"Hurst, Stephen D"
55265,2015-sp,GER,465,Ling Structures of German,3,11,4,0,2,1,1,0,1,0,0,0,0,0,"Webster, Charles R"
20950,2015-sp,GLBL,296,Causes of Civil Conflict,3,11,6,1,3,0,0,0,1,0,0,0,1,0,"Renn, Duu S"
88601,2015-sp,GLBL,296,Culture and Economics...,0,8,9,2,1,0,1,1,0,0,0,0,2,0,"Kohli, Tanu"
30904,2015-sp,GWS,478,"Sex, Power and Politics",0,10,4,3,4,1,0,0,0,0,0,0,0,0,"Frost, Samantha L"
10103,2015-sp,HIST,315,"Discovery, Tourism and Travel",1,2,1,3,6,3,2,2,1,0,0,0,0,0,"Quick, Elizabeth P"
18559,2015-sp,HIST,345,Medieval Civilization,2,7,13,4,2,1,0,0,0,0,0,0,0,0,"Symes, Carol L"
81910,2015-sp,HIST,462,Soviet Union Since 1917,1,6,8,4,1,1,0,0,0,0,0,0,0,0,"Steinberg, Mark D"
25073,2015-sp,HORT,205,Local Food Networks,13,20,3,2,0,0,1,0,0,0,0,0,0,0,"Masiunas, John B"
37813,2015-sp,ITAL,470,Topics in Italian Cinema,1,5,10,7,2,0,0,0,0,0,0,0,1,0,"Rushing, Robert A"
17277,2015-sp,KIN,107,Canoeing,16,6,1,0,1,0,0,0,0,0,0,0,0,0,"McGrew, Robert W"
42713,2015-sp,LAS,199,Rethinking Ed: UGrad Research,3,20,0,0,1,0,0,0,0,0,0,0,0,0,"Lamers, Nicole A"
24298,2015-sp,LAT,101,Elementary Latin I,4,5,2,2,4,0,0,3,0,0,0,0,2,0,"Kozak, Adam A"
57740,2015-sp,LAW,634,Securities Regulation,3,3,3,9,2,1,0,0,0,0,1,0,0,0,"Johnson, Kristin"
17196,2015-sp,LAW,660,Individual Employee Rights,1,1,4,7,6,2,0,0,0,0,0,0,0,0,"Finkin, Matthew W"
66355,2015-sp,LAW,675,Products Liability,1,7,4,8,9,2,0,0,0,0,0,0,0,0,"Kordik, Ellen R"
85668,2015-sp,LAW,792,Intro to Gov't Contracts,1,15,9,8,16,2,0,0,0,0,0,0,0,0,"Vacketta, Carl"
39237,2015-sp,LAW,792,Ent-Represent the Tech Startup,0,9,8,5,3,0,0,0,0,0,0,0,0,0,"Arnheim, Ralph L"
68269,2015-sp,LAW,792,Scholarship of Sustainability,0,2,5,12,2,1,0,0,0,0,0,0,0,0,"Freyfogle, Eric T"
86011,2015-sp,LER,199,Work and Labor in Sports Indus,1,3,4,4,8,3,0,0,0,0,0,0,2,1,"Gilbert, Daniel"
42448,2015-sp,LER,590,Foundations of Business & Mgmt,5,15,3,3,0,1,0,0,0,0,0,0,0,0,"Nowak, Radoslaw"
48525,2015-sp,LING,357,Intro to Conversation Analysis,5,11,1,1,4,0,0,0,1,1,0,0,1,0,"Markee, Numa P"
61008,2015-sp,MACS,264,Economics of the Media,0,9,7,4,2,4,3,2,0,2,0,2,0,0,"Grosse, Meghan L"
60796,2015-sp,MACS,410,Media Ethics,0,6,13,3,7,2,0,0,0,0,0,0,1,1,"Chan, Anita"
11592,2015-sp,MATH,561,Theory of Probability I,0,17,3,0,0,0,0,0,0,0,0,0,1,0,"Song, Renming"
33099,2015-sp,MBA,505,Quantitative Methods in Fin,0,6,8,9,14,1,0,0,0,0,0,0,0,0,"Kahn, Charles M"
25542,2015-sp,MCB,435,Microbial Ecology & Evolution,2,3,11,8,1,0,0,2,0,0,0,0,0,0,"Whitaker, Rachel"
40737,2015-sp,MSE,458,Polymer Physical Chemistry,4,6,1,7,7,2,1,0,0,0,1,0,0,0,"Ferguson, Andrew"
18018,2015-sp,PHIL,429,Value Theory,0,3,5,1,7,1,4,2,0,0,0,0,0,1,"Clark, Justin"
34448,2015-sp,PS,317,Asian American Politics,0,5,7,2,4,0,2,3,0,0,0,0,1,0,"Cho, Wendy K"
89720,2015-sp,PS,339,Political Violence,1,5,4,3,4,1,3,1,2,0,0,0,1,0,"Rudkevich, Gennady"
32090,2015-sp,PS,341,Gov & Pol in Africa,1,6,6,2,1,5,0,0,0,0,0,0,1,0,"Bowen, Merle L"
54791,2015-sp,PSYC,396,Human Emotion,12,22,15,6,2,2,0,0,0,0,0,0,0,1,"Kraus, Michael W"
94130,2015-sp,PSYC,462,How Children Think,1,32,0,0,24,0,0,11,0,0,4,0,2,4,"Cimpian, Andrei"
53167,2015-sp,RST,120,Foundations of Community Rec,1,27,4,4,5,0,1,0,1,0,0,0,0,0,"Hicks, Jonathan R"
96772,2015-sp,RST,255,Ethical Issues in Sport Mgmt.,1,36,0,0,31,0,0,7,0,0,0,0,1,0,"Hardin, Donald R"
18181,2015-sp,RUSS,202,Second-Year Russian II,6,6,3,1,3,2,1,1,0,0,0,0,0,0,"Shafter, Morgan B"
24160,2015-sp,SHS,411,Intro to Voice Disorders,7,25,8,6,12,4,2,4,4,0,1,0,1,0,"Johnson, Aaron"
14984,2015-sp,SHS,513,Normal & Disordered Swallowing,0,22,2,1,0,0,0,0,0,0,0,0,0,0,"Johnson, Aaron"
78101,2015-sp,SOC,396,Special Topics in Sociology,0,10,38,7,7,0,1,2,0,0,0,0,1,0,"Marshall, Anna-Maria"
46355,2015-sp,SOC,488,Demographic Methods,1,5,3,4,0,1,2,10,0,0,1,0,0,0,"Buckley, Cynthia"
45654,2015-sp,SOCW,471,Prof Practice Seminar II,0,22,0,0,3,0,0,0,0,0,0,0,0,0,"Bedient, Mary Lou"
14947,2015-sp,SPAN,318,Spanish Cultural Studies I,4,8,1,4,1,1,0,0,2,0,0,0,0,0,"Martinez-Quirog, Pilar"
87373,2015-sp,SPED,424,Formal Assessment in SPED,0,32,0,1,0,0,0,0,0,0,0,0,0,0,"Shriner, James G"
13549,2015-sp,STAT,430,Big Data Analysis Foundations,0,16,5,7,4,1,1,1,0,0,0,0,2,0,"Glosemeyer, Darren W"
91535,2015-sp,TSM,465,Chemical Applications Systems,0,1,3,1,4,8,0,1,2,0,0,1,0,0,"Tian, Lei"
57413,2015-sp,TSM,486,Grain Bioprocessing Coproducts,4,5,3,4,4,0,1,2,0,0,0,0,0,0,"Rausch, Kent D"
72147,2015-sp,UP,136,Fndtns Urban Sustainability,0,17,0,1,1,1,0,1,1,0,0,0,1,0,"Allred, Dustin"
15217,2015-sp,UP,205,Ecology and its Applications,3,11,11,5,11,5,0,2,0,0,1,0,0,0,"Schneider, Daniel W"
61065,2015-sp,UP,316,Planning Analysis,0,9,4,9,6,1,1,0,0,0,1,0,0,0,"Lee, Bumsoo"
67723,2015-sp,UP,508,Survey Design and Analysis,4,21,9,2,1,3,0,0,0,0,0,0,1,0,"Greenlee, Andrew J"
37019,2014-fa,ACE,341,Contemp Issues in AgAccy&Fin,2,9,15,2,1,0,0,0,0,0,0,0,0,0,"Finnegan, Ann B"
65691,2014-fa,ACE,398,App Tools/Concepts Bus Plng,0,17,7,1,0,0,0,0,0,0,0,0,0,0,"Paulson, Nicholas D"
96872,2014-fa,ADV,199,Creativity Conquers the World,0,21,0,1,0,0,1,0,0,0,0,0,1,0,"Meron, Shachar"
51113,2014-fa,AE,199,Aerospace Computations,3,12,9,4,6,1,0,2,1,0,1,1,0,0,"Bodony, Daniel J"
16910,2014-fa,AGED,421,Teaching Strategies in AGED,0,13,3,0,1,1,2,0,0,0,1,0,0,0,"Thieman, Erica B"
88335,2014-fa,ANSC,400,Dairy Herd Management,12,10,0,2,0,0,0,0,0,0,0,0,0,0,"Cardoso, Felipe"
74488,2014-fa,ANTH,185,The Global Pacific,25,7,3,2,4,2,0,1,1,0,1,0,1,0,"Diaz, Vicente M"
94117,2014-fa,ANTH,266,African Film and Society,1,4,4,1,5,3,2,1,1,2,2,0,0,0,"Saul, Mahir"
72843,2014-fa,ARCH,403,Modernity's Memory: Rev Arch,0,2,7,7,8,8,0,1,1,0,0,0,2,0,"Grossman, Heather E"
18205,2014-fa,ARCH,413,Renaissance Architecture,28,10,6,1,6,6,4,2,0,1,0,1,2,0,"Minor, Heather H"
14375,2014-fa,ARCH,414,Baroque & Rococo Arch,20,7,8,2,3,1,0,4,0,0,0,0,2,0,"Minor, Heather H"
28473,2014-fa,ARTD,401,Industrial Design V,0,5,4,2,8,3,1,5,2,3,1,0,0,0,"Thomas, Joyce K"
40227,2014-fa,ARTH,299,Spec Topics in Art History,0,18,1,2,2,1,0,0,0,0,0,0,1,0,"Minor, Vernon H"
17199,2014-fa,ATMS,315,Meteorological Instrumentation,6,20,1,1,0,0,0,0,0,0,0,0,0,0,"Snodgrass, Eric R"
66457,2014-fa,ATMS,492,Capstone Undergrad Research,0,16,4,1,2,0,0,0,0,0,0,0,0,0,"Rauber, Robert M"
19635,2014-fa,BADM,556,Electronic Commerce,6,37,2,1,3,2,0,1,0,0,0,0,0,0,"Nelson, Matthew L"
81720,2014-fa,BADM,590,Team Projects,20,16,13,1,0,0,0,0,0,0,0,0,0,0,"Grahovac, Jovan"
67154,2014-fa,BADM,590,Entrepreneurship&Corp.Renewal,2,30,0,0,3,0,0,0,0,0,0,0,0,0,"Magelli, Paul J"
85161,2014-fa,BIOE,301,Introductory Biomechanics,4,26,9,11,2,1,0,0,0,0,0,0,0,0,"Georgiadis, John G"
80090,2014-fa,CEE,398,Engr in Global Environment,3,12,13,10,2,1,2,2,0,0,0,0,0,0,"Bond, Tami C"
32828,2014-fa,CEE,498,High Speed Rail Constr Mgnt,4,5,7,3,7,2,0,0,0,0,0,0,0,0,"Kao, Tsung-Chung"
18910,2014-fa,CEE,598,Const Optim and Decn Making,16,32,24,3,7,2,2,0,0,0,0,0,0,0,"El-Rayes, Khaled A"
27152,2014-fa,CEE,598,Railway Terminal Design & Oper,4,11,2,3,3,0,0,0,0,0,0,0,0,0,"Barkan, Christopher P"
68898,2014-fa,CLCV,220,Ancient Sports,0,2,6,7,2,4,0,1,0,0,0,0,1,0,"Laurence, Karen A"
65127,2014-fa,CMN,375,Movies That Started Genres,0,40,30,51,53,45,31,15,19,18,4,0,8,2,"Gill, Patricia A"
19650,2014-fa,CMN,423,Rhetorical Criticism,0,13,2,1,1,2,1,1,0,0,0,0,0,0,"Finnegan, Cara A"
80776,2014-fa,CPSC,564,Molecular Marker Data Analyses,3,6,6,4,3,0,0,0,0,0,0,0,0,1,"Brown, Patrick J"
50190,2014-fa,CS,498,Probability in Computer Sci,10,11,11,13,11,8,8,0,1,0,0,0,3,2,"Forsyth, David A"
82944,2014-fa,CS,556,Iterative & Multigrid Methods,0,15,5,2,1,2,0,0,1,0,1,0,0,0,"Olson, Luke"
43565,2014-fa,DANC,240,Dance History,0,20,1,0,1,0,0,0,0,0,0,0,0,0,"Johnston, Philip T"
69432,2014-fa,ECE,198,Introduction to Computer Eng,10,70,64,78,52,39,40,23,6,1,5,3,1,2,"Kindratenko, Volodymyr"
15513,2014-fa,ECE,198,Intro to Computer Eng II,10,19,34,47,57,69,44,34,30,0,13,0,0,0,"Patel, Sanjay J"
55603,2014-fa,ECE,452,Electromagnetic Fields,7,4,5,2,3,2,0,0,0,0,0,0,0,0,"Chew, Weng C"
92211,2014-fa,ECE,569,Inverse Problems in Optics,6,10,5,0,1,0,0,0,0,0,0,0,0,0,"Carney, Paul S"
46123,2014-fa,ECON,490,History of Economic Thought,0,11,17,1,0,0,0,1,0,0,0,1,0,0,"Gottheil, Fred M"
10050,2014-fa,ECON,490,The Econ of Organizations,0,10,1,3,6,0,0,2,0,0,0,0,1,0,"Arvan, Lanny"
50654,2014-fa,ECON,490,Topics in Economic Growth,4,1,4,4,2,2,2,0,2,1,0,0,1,0,"Baerlocher Carv, Diogo"
13564,2014-fa,ECON,500,General Microeconomic Theory,2,9,10,7,5,4,0,0,0,0,0,0,0,0,"Krasa, Stefan"
45044,2014-fa,ECON,509,General Macroeconomic Theory,6,11,21,16,2,0,0,0,0,0,0,0,0,0,"Parente, Stephen L"
26844,2014-fa,ECON,520,International Trade Theory,2,9,6,9,5,0,0,0,0,0,0,0,0,0,"Schmidt-Eisenlo, Tim"
72101,2014-fa,ECON,564,The Theory of Monetary Policy,17,9,8,9,4,0,0,0,0,0,0,0,0,0,"Elosegui, Pedro L"
26236,2014-fa,ECON,565,Math Econ I,1,5,7,3,5,5,3,0,0,0,0,0,0,0,"Polborn, Mattias K"
68486,2014-fa,ENG,191,International Dimens of Engrg,14,20,15,2,0,2,1,0,0,0,0,0,1,1,"Finis, Teresa J"
16811,2014-fa,ENG,198,Engr for Global Development,4,16,5,1,0,0,0,0,0,0,0,0,0,0,"Viswanathan, Madhubalan"
40255,2014-fa,ENGL,199,Writing To Get That Job,0,17,0,0,1,0,0,2,0,0,0,0,2,0,"Grohens, Joseph"
54491,2014-fa,ENGL,280,Woman as Artist,3,8,7,4,2,0,3,0,1,0,0,0,0,0,"Baron, Iryce W"
44956,2014-fa,ENGL,373,Sexuality & Cinema in the U.S.,0,8,6,5,3,0,1,0,0,0,0,0,1,0,"Somerville, Siobhan B"
13416,2014-fa,ENGL,451,American Lit 1914-1945,0,10,6,6,1,0,1,1,0,0,0,0,0,0,"Parker, Robert D"
80344,2014-fa,FSHN,595,Graduate Food Chemistry,0,24,0,0,1,1,0,0,0,0,0,0,0,0,"Engeseth, Nicki J"
47009,2014-fa,FSHN,595,Current Issues in Food Safety,12,11,3,3,2,0,1,0,0,0,0,0,0,0,"Barth, Mary M"
21543,2014-fa,GE,530,Multiattribute Decision Making,3,13,2,4,0,0,0,0,0,0,0,0,0,0,"Thurston, Deborah L"
63724,2014-fa,GEOG,465,Transp and Sustainability,1,17,9,1,1,2,0,0,0,0,0,0,0,0,"Cidell, Julie L"
11707,2014-fa,GEOL,110,Exploring Geology in the Field,5,5,6,3,1,0,0,1,0,0,0,0,0,0,"Altaner, Stephen P"
28557,2014-fa,GER,201,German Popular Culture,1,8,7,3,2,2,1,0,1,1,0,0,1,0,"Hennebohl, Sarah M"
52489,2014-fa,GLBL,296,People in Motion,3,5,6,3,2,2,0,1,0,1,0,0,0,0,"Kohli, Tanu"
66623,2014-fa,GLBL,296,Children's Rights,0,17,0,1,3,0,0,1,0,0,0,0,0,0,"Grim-Feinberg, Kate"
98307,2014-fa,HDFS,261,Self-Help Group Dev & Process,5,5,7,0,1,1,0,2,0,0,1,0,2,0,"Monday, Sharon L"
45370,2014-fa,HORT,240,Plant Propagation,0,7,7,6,0,0,0,1,0,0,0,0,0,0,"Kushad, Mosbah M"
